scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
labeled-data/06-Sep-20_00146_sap_unaffected/img830.png,728.5857793917014,602.7583041393015,681.8485676441385,610.2016378620615,633.207247269823,611.9326457045638,611.7427500227941,559.1369065082428
labeled-data/06-Sep-20_00146_sap_unaffected/img914.png,804.6043025065003,615.3136973615921,759.5656422043928,614.5304163128598,710.4147563964407,629.0211157144074,672.8172660572901,590.4445240643414
labeled-data/06-Sep-20_00146_sap_unaffected/img915.png,804.4554667428994,616.8792193088086,762.7057213415462,613.1954182439833,710.8869196963375,628.6673827162494,671.1018681962246,594.776412919857
labeled-data/06-Sep-20_00146_sap_unaffected/img927.png,814.7380752733816,633.4529287559303,769.3294566483477,612.1054506772291,726.4535896597699,602.3362657937557,680.8640602035605,633.8147504182812
labeled-data/06-Sep-20_00148_sap_unaffected/img135.png,638.5978851014751,418.4372628066583,633.6347152280157,363.8423941986051,626.5444725516452,319.5283774712892,614.4910600018152,257.84326618686555
labeled-data/06-Sep-20_00148_sap_unaffected/img166.png,637.236217700844,415.4644227310913,633.6344475165331,369.04160702219514,626.0307104607656,316.21564431896843,614.4250065335416,257.78692799570257
labeled-data/06-Sep-20_00148_sap_unaffected/img171.png,639.409753521871,415.4122509711918,634.6402861545187,367.08164831535464,625.4193159109708,313.9815782921652,614.6085232116388,258.9737213220348
labeled-data/06-Sep-20_00148_sap_unaffected/img345.png,639.5189592486809,417.5133566739917,633.813872229189,365.76006728288604,624.848735484273,317.6743338328823,614.2535738766451,257.7709201282167
labeled-data/06-Sep-20_00148_sap_unaffected/img365.png,638.5029123972544,417.19749367228803,633.8540522506856,365.67262704781797,625.3311419819763,320.3462406187729,614.4838016399826,256.811818615667
labeled-data/06-Sep-20_00148_sap_unaffected/img449.png,639.4966820899419,416.5091919180402,634.2703691893183,361.87046613879295,624.7679820972753,315.7838887423844,615.2655950052323,258.29444683552435
labeled-data/06-Sep-20_00148_sap_unaffected/img675.png,638.7233645798708,415.0744411100697,635.3427076336633,366.39298108468023,626.2149338789027,318.3876524485322,615.0587659564177,257.1977617221746
labeled-data/06-Sep-20_00148_sap_unaffected/img686.png,639.0878469106076,415.1862220751505,634.400611739244,366.7514586377275,626.9010354650625,318.9416598898197,615.3391887090324,257.3826379725789
labeled-data/06-Sep-20_00148_sap_unaffected/img721.png,638.844951277478,415.0809465904633,634.2362935378371,364.0311993205954,625.3734901923739,318.29913405800545,615.4471504454551,257.32304704121884
labeled-data/06-Sep-20_00148_sap_unaffected/img794.png,714.4178634279151,248.95701752863488,686.3346548066619,292.73378390882374,687.1606315308163,340.6404339097851,664.0332832544902,383.17823520374213
labeled-data/06-Sep-20_00148_sap_unaffected/img814.png,781.4905225638653,218.237682263657,732.5623659505093,225.22741892270784,711.8727454397188,271.08009140608146,681.677083072619,308.265490432232
labeled-data/06-Sep-20_00148_sap_unaffected/img825.png,817.6388688376786,219.3487514295598,770.5641105608278,226.31389423582857,724.2098842984186,211.18272193255507,678.8163673885981,233.7593917183917
labeled-data/06-Sep-20_00148_sap_unaffected/img854.png,917.2513379543274,225.9929831555699,869.2753737194737,213.0050149372946,823.1548335158024,225.72792257968672,770.6728394909348,213.8001966649441
labeled-data/06-Sep-20_00148_sap_unaffected/img867.png,952.9979335519741,240.90140541899814,907.0721657832771,233.7490317501027,873.3807213955855,205.70419815364426,820.6790206774086,182.17665319017243
labeled-data/06-Sep-20_00148_sap_unaffected/img875.png,975.8435511269239,247.14025248574293,932.7173327861134,230.5366584245309,888.0816968033746,227.73345423237822,845.1711095542681,193.66374174313796
labeled-data/06-Sep-20_00148_sap_unaffected/img890.png,1006.8432365060769,275.37973882701766,964.1683815521384,253.04730177858352,935.4236605987084,215.2369380629179,885.0098423111541,192.24116130017384
labeled-data/06-Sep-20_00148_sap_unaffected/img913.png,1044.8404696892085,294.7712967133924,1011.3774480681524,268.4789225825627,971.5405175668952,238.6012247066198,915.1712609076163,246.96698011188383
labeled-data/06-Sep-20_00148_sap_unaffected/img940.png,1075.1737503773688,303.3235364653378,1034.0247595045564,278.93894928144897,989.827695233758,268.27069238849765,949.4407227104422,231.18579937966678
labeled-data/06-Sep-20_00148_sap_unaffected/img946.png,1077.3814541326747,311.8803629464371,1039.426727228495,280.2922353939265,999.7579158834818,260.70269892725327,944.1726061592965,252.86688434058397
labeled-data/06-Sep-20_00148_sap_unaffected/img947.png,1077.808452119875,313.8093109784792,1040.2813326348376,281.7497188356326,1001.0145453591031,258.88551358647067,944.1025562062978,255.4061780050765
labeled-data/06-Sep-20_00165_sap_affected/img151.png,463.9645811903969,287.11145902613924,478.05735220074996,328.50897386905115,498.7561096222059,382.67806244009546,523.8588579843972,446.0955319866839
labeled-data/06-Sep-20_00165_sap_affected/img446.png,462.57913772083236,289.4317957634454,478.24893951203785,329.085988051394,496.79686816285255,382.81102276409865,522.3802180260452,444.53085430905094
labeled-data/06-Sep-20_00165_sap_affected/img495.png,463.294285089152,290.8459337009548,478.3062293124468,329.6503932970188,497.8500812257929,381.20084327135197,520.7928639066774,444.0810624708134
labeled-data/06-Sep-20_00165_sap_affected/img561.png,462.69821359538855,289.4296394525284,478.57816433189885,327.2527948431257,498.7890107238211,383.55443836348036,522.1758472630454,445.3418830473568
labeled-data/06-Sep-20_00165_sap_affected/img616.png,462.80969761087266,290.00678155162075,479.9962265725389,329.50564635825714,499.2933818979185,383.1758596069692,522.510271898766,445.28857831053483
labeled-data/06-Sep-20_00165_sap_affected/img617.png,463.2882218352343,289.99437362693703,478.13935643081766,328.67639862008434,499.20724504315683,380.8280573162026,520.275133655496,444.03172315322007
labeled-data/06-Sep-20_00165_sap_affected/img646.png,463.3146215680655,291.1594759273496,478.4818932726726,332.1111095297887,498.5026919227539,383.3764878913606,524.5903992546781,443.43888384160465
labeled-data/06-Sep-20_00165_sap_affected/img692.png,461.33945355973145,291.2019625619438,475.8178022001654,333.3669779007514,494.8682609375785,383.9141950840209,518.7448358884697,442.33560187875446
labeled-data/06-Sep-20_00165_sap_affected/img728.png,550.6430975996967,247.73733132390723,524.7015808384193,277.3372671156211,521.0431618079828,330.55063483106187,498.760064077142,375.11683029274354
labeled-data/06-Sep-20_00165_sap_affected/img737.png,587.5940846142704,209.56719261387977,569.3495013975479,244.9160725962797,518.0366111005156,263.54075129668394,474.7057259607996,303.07068159958277
labeled-data/06-Sep-20_00165_sap_affected/img748.png,583.2512968127819,150.00138775830158,571.4098605903898,197.95920445898932,585.3235481517005,245.32494934855745,556.31202940684,292.6906942381256
labeled-data/06-Sep-20_00165_sap_affected/img756.png,593.8936099047443,119.90104164326357,581.0105658664936,160.7430323177176,560.1784095493225,213.91985239049666,584.2998537060471,266.27435050338744
labeled-data/06-Sep-20_00165_sap_affected/img781.png,565.1510000345236,48.05201266079874,573.3522910478098,90.50575437663389,597.2325207629672,131.7534238846328,628.8316126082763,185.30302991256127
labeled-data/06-Sep-20_00165_sap_affected/img790.png,560.9771135088317,30.3242131113127,573.4179310708757,77.38295780252255,582.3428654088639,117.68038860131718,616.9607925380296,159.87098728998808
labeled-data/06-Sep-20_00165_sap_affected/img793.png,555.6002636091578,27.10513329331249,580.8857501846576,76.17399833091602,585.3920745248456,122.48899849396018,612.6803719182067,164.29767431681626
labeled-data/06-Sep-20_00165_sap_affected/img811.png,528.7083592070322,14.65181643747826,556.3255853843488,47.60682582553659,593.4579903286398,92.16571175868586,585.3352767470761,147.168086582417
labeled-data/06-Sep-20_00165_sap_affected/img852.png,,,,,,,,
labeled-data/06-Sep-20_00165_sap_affected/img888.png,,,,,,,,
labeled-data/06-Sep-20_00165_sap_affected/img905.png,,,,,,,,
labeled-data/06-Sep-20_00165_sap_affected/img934.png,,,,,,,,
labeled-data/06-Sep-20_00166_sap_affected/img040.png,557.0884708266674,573.9970043880147,573.4709516497761,619.2722241173334,590.1512957605778,669.0153931620454,610.1081360360012,736.3324961806376
labeled-data/06-Sep-20_00166_sap_affected/img082.png,566.0085982359544,571.0430777175251,583.5587762421046,620.1119427551287,598.9599528597465,669.1808077927321,616.5101308658967,734.7253501422318
labeled-data/06-Sep-20_00166_sap_affected/img178.png,588.7136046947551,559.4733914921442,603.6232155185971,608.5660124974778,618.5328263424392,654.7494411469398,638.8971728335407,722.0245143764712
labeled-data/06-Sep-20_00166_sap_affected/img242.png,602.103236064785,553.26407492067,619.3811341331055,602.8318152806058,633.5433456645158,648.1508921811186,652.5207091166055,714.4300421481184
labeled-data/06-Sep-20_00166_sap_affected/img262.png,606.8263354378926,552.9266122621532,619.1703017468831,592.4273044509226,636.4518545794697,646.3880714587953,656.2022006738543,715.1615980374564
labeled-data/06-Sep-20_00166_sap_affected/img427.png,623.3348581162488,543.9309034141505,639.8178449566773,592.6306372608709,654.4277651106934,641.3303711075912,672.4092053002516,708.7607718184348
labeled-data/06-Sep-20_00166_sap_affected/img429.png,624.0658694457111,545.0556388432432,640.3624633085649,594.6105875282474,653.665805237425,640.507117182815,673.6208181307154,707.688993923559
labeled-data/06-Sep-20_00166_sap_affected/img535.png,611.9740549171999,547.2145446429129,631.110400614868,597.4474520992916,643.7540575936845,640.5042299190449,663.5738442091265,707.8231603197702
labeled-data/06-Sep-20_00166_sap_affected/img618.png,594.5491800470697,553.3034915532805,612.9911205341655,599.7263072621768,631.1150965301044,647.4209809357002,653.0546464199252,712.9216661140058
labeled-data/06-Sep-20_00166_sap_affected/img624.png,593.6543598989701,552.3300816386288,614.2617482137719,602.0494947156108,629.9626155012398,646.5352853634366,653.5139164324418,714.8994783442868
labeled-data/06-Sep-20_00166_sap_affected/img626.png,593.1300259456052,554.73259575046,614.2362895827391,607.498254843295,629.010674128733,647.6001557538494,653.1321182854574,715.140199392678
labeled-data/06-Sep-20_00166_sap_affected/img656.png,562.9036443711574,594.3161414451434,616.9301971358211,597.7698936766744,655.9082580345282,621.4527661214586,653.1945955668966,691.5145971039448
labeled-data/06-Sep-20_00166_sap_affected/img657.png,561.969044398248,594.8694727550417,613.2161489384891,601.119119650193,657.380320330892,616.1182721985563,654.4638184464881,685.4893527347363
labeled-data/06-Sep-20_00166_sap_affected/img673.png,531.0591748509362,543.4644093032166,570.82301006687,563.0356719485591,587.2877230859676,617.089635445219,599.0926116656979,675.1821134559972
labeled-data/06-Sep-20_00166_sap_affected/img680.png,494.659002375789,549.5875660498144,548.2391045007439,555.0781065502515,593.1100734181089,557.3500543435358,614.6935774543098,611.4981434168118
labeled-data/06-Sep-20_00166_sap_affected/img715.png,343.35656229762776,410.5665634950685,391.5994506110768,433.07991137467803,408.64527114849545,476.49851085678216,432.12347679437397,532.4602613003831
labeled-data/06-Sep-20_00166_sap_affected/img747.png,215.85717929448697,289.1133378791128,238.273675921043,327.50480911309955,286.7139215048652,353.5285580703657,354.4787331460633,378.26400262380685
labeled-data/06-Sep-20_00172_sap_unaffected/img265.png,515.9240705540178,451.82684193978565,489.247002359117,415.40532723340124,463.17928368192514,373.00947707708923,425.36676867764686,312.5667447596444
labeled-data/06-Sep-20_00172_sap_unaffected/img289.png,516.7436413901048,454.3550616685516,490.19726114277626,416.53556104222054,464.37817898441557,375.07956997104986,426.5586783580844,312.5319343198099
labeled-data/06-Sep-20_00172_sap_unaffected/img343.png,514.7551988211105,454.5117048649997,490.49670100440454,415.6981083582702,459.44582379902096,367.1811127248584,427.42460668096913,312.51863097788106
labeled-data/06-Sep-20_00172_sap_unaffected/img400.png,515.6670323537148,452.17055424519765,490.29565881796,417.106745875559,459.5079246397407,367.5042852550946,427.57990401047624,313.05560721768825
labeled-data/06-Sep-20_00172_sap_unaffected/img411.png,516.0824278349069,453.69685689803566,489.9526907139217,416.6521662961327,458.86161110161026,364.39269205416235,427.109019157122,311.80246164610367
labeled-data/06-Sep-20_00172_sap_unaffected/img557.png,515.7911637754723,452.7002591411875,490.95549892169225,416.44018845466854,458.66913461177813,365.0303622073437,426.382770301864,313.62053596001897
labeled-data/06-Sep-20_00172_sap_unaffected/img588.png,516.4282402592352,453.3907338431012,489.3829846895743,415.79782860127267,457.199130561678,362.51867512904084,423.1221085439053,315.1894778821344
labeled-data/06-Sep-20_00172_sap_unaffected/img598.png,516.382121245806,453.5808912278701,490.29441391388184,416.17803372788245,459.17775095170714,363.68830933714344,421.1462739979382,317.1704697573268
labeled-data/06-Sep-20_00172_sap_unaffected/img631.png,504.11670130304185,470.4046117408336,501.95490823960205,429.6393711159692,464.586771000143,376.52102727144893,425.36566827773555,336.06461422707594
labeled-data/06-Sep-20_00172_sap_unaffected/img655.png,366.4780261927633,436.6557890851518,405.6496517886894,413.7837660861882,449.8163168901363,370.40579143298146,496.08615652022354,399.587338017866
labeled-data/06-Sep-20_00172_sap_unaffected/img664.png,315.09293852260276,401.20704113819,350.3705506018124,429.4291308015577,390.09052864655206,458.69648304505006,429.0265597561982,416.3633485499986
labeled-data/06-Sep-20_00172_sap_unaffected/img681.png,227.92699932183953,419.1076082130783,264.8320865239892,427.88381797456515,315.0140038781317,400.6550646120035,371.7218207985079,406.5058711196614
labeled-data/06-Sep-20_00172_sap_unaffected/img687.png,204.3710473760682,409.9353126110155,237.65864031234804,429.85743262591023,289.10310212296235,431.8748625008363,331.97348696514086,388.50012018992624
labeled-data/06-Sep-20_00172_sap_unaffected/img708.png,176.80230091061986,424.4904429326866,203.278065861693,408.3661048797774,243.88750984679763,406.5745117627875,277.5296472658304,432.6521449100851
labeled-data/06-Sep-20_00172_sap_unaffected/img774.png,171.9819891989191,431.0991936068056,210.09387096654382,420.70504403381705,252.24792201255298,406.26872518244403,283.1416443544912,369.31174892292916
labeled-data/06-Sep-20_00172_sap_unaffected/img797.png,188.83651471853074,401.6079318808487,220.73466173624237,396.5447339415294,261.07147198615286,390.8064429436342,288.75028738776507,371.90383730350874
labeled-data/06-Sep-20_00172_sap_unaffected/img812.png,174.9486542535617,436.3178067128178,215.9313468047059,420.6413669391561,264.30436096343345,391.9758770673176,316.48451049576454,386.15319943710034
labeled-data/06-Sep-20_00172_sap_unaffected/img841.png,180.97536539362866,423.88039459737246,222.37470761867368,422.08042319628356,267.7339869261143,399.76077782278105,288.97364945896345,350.081567152727
labeled-data/06-Sep-20_00172_sap_unaffected/img872.png,179.26906436332155,424.4505377925173,217.07427564357238,413.2271156936929,264.03543653075894,402.88975323424927,313.65477633608816,391.3709779222978
labeled-data/06-Sep-20_00172_sap_unaffected/img931.png,183.22178986082122,415.6674349105149,223.10312867217328,415.6674349105149,274.88622828063046,409.40335028045956,327.2957363520931,425.68997031860334
labeled-data/06-Sep-20_00173_sap_unaffected/img061.png,845.5564071380372,506.729204139373,832.4467677152841,463.5445095703037,822.0361717030978,402.62324401750965,808.1553770201826,345.5577547655253
labeled-data/06-Sep-20_00173_sap_unaffected/img073.png,843.4152205492211,508.56014966761774,834.3002384693922,462.35661981469184,823.2993980282193,410.1812051508435,808.8411505912493,345.74771113825966
labeled-data/06-Sep-20_00173_sap_unaffected/img090.png,844.6680527247698,507.5004324948203,834.6247605213337,462.7240880878338,824.9999388263739,411.6706860536998,808.2611184873135,345.9708162228879
labeled-data/06-Sep-20_00173_sap_unaffected/img121.png,843.920303031814,508.77311278140746,834.4032968827064,461.86786818937674,824.2065045800911,411.22379975305375,809.2512092029218,346.6441151698232
labeled-data/06-Sep-20_00173_sap_unaffected/img163.png,843.9465341886433,508.4243569013082,834.6579508061714,461.57758853753626,824.5616645208756,411.5000085624697,809.2153093672262,346.0760734337537
labeled-data/06-Sep-20_00173_sap_unaffected/img213.png,843.8954634264792,505.9465729194154,833.7205997094609,461.7385443558185,824.5983081010995,413.32022735759324,809.1605838407959,345.9556124035407
labeled-data/06-Sep-20_00173_sap_unaffected/img392.png,844.6724982886541,506.75597528762285,834.1924617554105,463.8216320707863,824.0504909167877,411.4214494045684,809.1756003534742,345.1605732588994
labeled-data/06-Sep-20_00173_sap_unaffected/img504.png,843.603862577356,506.46626212424337,835.2125238222288,459.41482696156584,823.2248970291901,411.46431978941047,808.5400542077174,345.23268175787086
labeled-data/06-Sep-20_00173_sap_unaffected/img521.png,846.419599413023,507.40292338419886,833.8197996054006,463.12362691741157,824.4599483197383,413.0844219671398,809.3401885505914,345.0455030059789
labeled-data/06-Sep-20_00173_sap_unaffected/img613.png,843.1115868455975,505.7296261125755,833.29854479093,462.87934247386085,823.8126041380848,411.19732098594545,809.0930410560836,345.4499392196734
labeled-data/06-Sep-20_00173_sap_unaffected/img658.png,845.1240517232679,512.3912380358096,834.6568068649559,469.54095439709494,824.5166634084662,417.5318315073573,810.4513031301095,353.7470581520188
labeled-data/06-Sep-20_00173_sap_unaffected/img676.png,863.4864882958996,517.3227941983664,836.3096612126566,477.48403631497627,831.6772475052855,421.8950718265248,814.3829029977674,361.364866050211
labeled-data/06-Sep-20_00173_sap_unaffected/img721.png,883.7884881633843,296.03895169911357,888.4318661635538,336.9851031551534,902.7841254368049,392.7056391571871,849.5963410712272,416.3446544307771
labeled-data/06-Sep-20_00173_sap_unaffected/img731.png,939.2963689655174,261.85524711241146,910.0290167220251,285.46867903613827,879.0987467374251,333.69329352825645,925.3278599402142,386.2414941472542
labeled-data/06-Sep-20_00173_sap_unaffected/img749.png,924.2452561767368,232.75555717962962,918.242305869552,272.7752258941953,898.2324715122691,316.3966647930719,861.8145729820143,340.80866270895694
