scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
labeled-data/WT_00590/img042.png,70.38029286414678,483.2536876905077,58.799375702324056,496.06661731635415,46.972056047696555,515.5324142479286,21.099794303198962,510.60436439183377,384.21469305867333,487.5348488688258,384.21469305867333,467.5729615850712,400.3064185221082,445.5741470274641,420.06461307847746,442.31506338930006,456.4969168888086,541.6638914148567,472.3258130265851,547.7352488375655,491.9493075535545,544.0490675452065,506.9108669166582,528.6538397947664,806.7545697087639,507.58721514793814,795.4791916380191,497.67854957061695,779.5911589019695,499.2161011257185,749.5234840466499,504.3412729760571,948.4573563115155,461.89946205407773,942.5239842847774,447.4898442748566,929.8096156560528,447.4898442748566,917.6603300774938,466.420126455402,957.2161435890813,508.23627216765163,943.3716088600256,496.0869865890926,929.52707413097,492.97902981318214,912.2920411009212,514.1696441943898,1066.3568555518361,625.4507921901743,1081.2592783166667,614.8062045010096,1085.7832280845616,596.4442907372004,1091.9038660058313,575.4212300511001,1154.1747039874451,669.3597164079788,1170.6738149056505,678.1415012515397,1184.5117789015646,680.0043040971435,1197.8175135130205,660.3118168721888,1133.8192445726665,347.4847971304624,1116.5907822757592,349.7319878648416,1108.6007707757442,365.96169872424707,1103.6070135882348,395.175178271177,1178.5133714008755,405.4123805055712,1165.7792905727265,401.91675047431465,1148.8005161351948,407.1601955211995,1137.314874603923,391.9292360992959,986.7068456526159,52.765075243313305,995.1633792056746,65.96239275793513,1013.1014806818596,68.52497868310442,1033.6021680832139,76.8533829399046,883.9522456568787,768.7639357139182,883.9522456568787,750.7666976394601,876.044368321132,734.6782575425959,849.8665674855565,733.5875158411136,555.7295041159219,815.7800208182089,554.9877478410199,834.4722789457411,558.2514754505889,846.1920280891939,574.2734109884738,860.5820998222941,,,,,,,,,,,,,,,575.0151672633758,853.3128883282538,,,,,,,,
labeled-data/WT_00590/img047.png,85.65873568909716,486.74590094053076,66.49847784860063,483.3751148389619,50.531596314853516,493.13265355402956,46.27376123918762,518.3248444183862,367.80501134954176,489.9942541032898,384.98452769381527,483.5114177469602,393.4122149570437,469.5733195808515,398.59848404210743,438.1315632526529,448.19218216802903,540.2362358648444,465.37169851230254,544.7742213142751,484.8202075812914,555.1467594844025,501.99972392556487,544.7742213142751,812.2535111431214,513.1540716800457,800.583889083889,503.9156208831534,787.4555642672525,494.67717008626107,768.4924284209998,500.26886398964325,957.9486062099259,460.81910211095897,947.024762362249,458.6343333414236,942.343114998959,448.95892879062416,927.6739532606503,446.1499403726501,968.248230409164,512.3172231071494,950.4579704286617,503.89025785322735,934.852479217695,486.7242175211639,917.0622192371927,492.96641400555063,1143.2622373642027,345.9684690434077,1126.7039898477244,349.418103942674,1111.1116401030404,348.3142207749088,1105.5922242642143,376.04928536501023,978.924607305267,43.19933622864481,989.9634389829193,55.42089987175987,998.83392872389,74.34461131916385,1019.7288601137319,72.96475735945731,1056.5904808433766,633.9810493690804,1070.2510350444713,621.6215003299945,1089.3324440872702,609.0451170972407,1091.0671176366156,585.193355793742,1140.8697940029983,668.4239783013038,1159.5306761247439,670.1323689180834,1175.9575089783932,685.2450551434407,1196.5896110425767,679.4628099789562,896.8402491942329,777.3075314811011,882.6901753740995,765.3159434979373,880.0520260178033,747.3285615231913,869.7392603522823,723.1055537972001,1179.160580401893,420.1796432896819,1178.148687498108,404.4230252164615,1165.7168603944663,396.3278819861831,1146.057226835219,405.8685865075826,553.4048391108762,805.0151934857096,557.3194847945637,823.0971283103611,553.218427411653,844.5344737210305,559.370013486019,859.6338213581106,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img055.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img059.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img064.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img072.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img087.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img098.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img101.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img113.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img128.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img132.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img136.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
